id	authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding	falsified_media
228	Manuela Kling	DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine	Infection, and Immunity, Jan. 1999, p. 80Ã87 Vol. 67, No. 1	PMID: 3580325 	2014	January	1	1	1	0	Mirrored blot	1	NA	1	0	1	1	Manuela Kling	Indiana University ñ Purdue University Indianapolis	217	15102	1997	2017	Genetics|Cancer research|Microbiology|Natriuresis|Arsenic|Phagocytosis|p38 mitogen-activated protein kinases|Inositol|Endocrinology|Reporter gene	Journal publications	Karen Reichel|Cordie McDermott|Hudson Heidenreich|Natasha Yost|ValÃ©rie Barbe|Franz Beatty|Robin Jacobson|StÃ©phane Rocchi|Dr. Anna O'Connell|Ramon Senger	PLOS ONE|Infection and Immunity|The EMBO Journal|Nutrition and Cancer|Surgical Infections|Journal of Immunology	Indiana University ñ Purdue University Indianapolis|Malaysian Ministry of Higher Education|University of Hong Kong|French Institute of Health and Medical Research|Central Taiwan University of Science and Technology|University of Chicago|University of Manchester|Case Western Reserve University|Escola Superior de Agricultura Luiz de Queiroz|Helen Wills Neuroscience Institute|Kyushu University	NA	10	1	6	11	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	23	9.434782608695652	Bachelor	Molecular and Human Genetics	5	157699	7	1	20	14	9	55	public	TRUE
229	Lawrence Lehner	Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Bound Bzip Transmembrane Transcription Factor CREBH	PLOS One, January 2013 | Volume 8 | Issue 1 | e53510	10.1371/journal.pone.7042105	2014	January	1	1	1	0	Duplicated microscopy images	1	NA	0	1	0	1	Lawrence Lehner	Chonnam National University	11	3606	1999	2014	Nerve guidance conduit|Linalool|Medicine|Oncogene|Analytical chemistry|Cell biology|Gene|Carcinogenesis|Ecology|Toxocariasis	Journal publications	Savannah Miller|Greta Wolff|Gunnar Hyatt|Sonia O'Kon|Harley Pfeffer|Oran Kwon|Dr. Isaac Breitenberg|Annette Carroll|Ross Olson|Yang Liu	PLOS ONE|Biochimica et Biophysica Acta|Aging Cell|Journal of Biological Chemistry|American Journal of Cardiology|Molecular Microbiology|Nature Communications|Neoplasia|American Journal of Respiratory and Critical Care Medicine|Oncogene|Scientific Reports	Chonnam National University|Kaohsiung Medical University|University of Michigan	NA	10	1	11	3	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	21	0.5238095238095238	NA	NA	4	122472	12	1	16	2	9	65	public	TRUE
230	Deon Fisher PhD	Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells	Infect. Immun. Mar. 2010, p. 994Ã1003 Vol. 78, No. 3	10.1128/IAI.36240-16	2014	January	1	0	1	0	overlapping microscopy images	1	NA	0	0	0	1	Deon Fisher PhD	Tufts University	54	6137	1997	2017	Virology|Gene|Stroke|Cell culture|Internal medicine|Biology|Endocrinology|Neutron|Innate immune system|Molecular biology	Journal publications	Robin Jacobson|Jules Runolfsdottir|Sarah McAtamney|Lawrence Lehner|Greta Wolff|Rachelle Moen|Sigurd Thompson|Ramon Stamm|Dashawn Parisian IV|Gilbert Towne	Infection and Immunity|Cytokine|Scientific Reports|British Journal of Cancer|Biochimie	Tufts University|Keene State College|Thailand National Science and Technology Development Agency|Baylor College of Medicine|Goethe University Frankfurt|University of Connecticut Health Center|Sichuan University|University of Texas MD Anderson Cancer Center|University of Colorado Boulder|University of Milan|Fudan University	NA	10	1	5	11	0	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	23	2.347826086956522	NA	NA	4	98697	10	1	17	5	13	20	 	TRUE
231	Neha Stoltenberg	Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature19640	2014	February	1	1	0	1	Two sets of duplicated blot panels, one rotated	1	NA	1	0	1	1	Neha Stoltenberg	University of Phoenix Online	177	5645	1998	2019	Virology|Transactivation|Biology|Genome|Cancer|Cell biology|Receptor|Endocrinology|Neurogenesis|Molecular biology	Journal publications	Dr. Anna O'Connell|Carolyne Padberg Jr.|Greta Wolff|Mihwa Lee|Mariah Hayes|Ryder Koepp|Dora Kautzer|Arden Kirlin|Ceasar Will|Michele Andreucci	Nature|Laboratory Investigation|Analytical Chemistry|Chemical Science|Blood|FEBS Letters|Current Biology|Theranostics|Oncology Reports|Experimental and Toxicologic Pathology|Bioresource Technology	University of Phoenix Online|Leipzig University|Pfizer|HortResearch|National Institutes of Health|Osaka City University|Boston Medical Center|Moscow State University|Thammasat University	NA	10	1	11	9	0	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	22	8.045454545454545	PhD	Pre-Clinical Oncology	10	141278	10	0	24	12	16	35	 	TRUE
232	Dagmar Hamill	Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway	Cytokine 54 (2011) 305Ã314	10.1016/j.cyto.2014.66.350	2014	February	0	1	0	0	shifted GAPDH panels	1	NA	0	1	0	1	Dagmar Hamill	Xi'an Jiaotong University	100	4084	2008	2016	Biology|SPHK2|Pathology|Medicine|Plasmid|Peroxisome proliferator-activated receptor|Vaccination|Cancer|Gene|Allele	Journal publications	Oleta Rath|Jamey Smitham DVM|Lonny Volkman|Jasen Dickens|Michale Ortiz|Aletha Emard|Jerod Cummerata|Helmer Roberts|Deven Kessler|Delores Mueller I	Journal of Proteome Research|Journal of Dental Research|Philosophical Transactions of the Royal Society B|Journal of Clinical Microbiology|Cellular Microbiology|European Journal of Immunology|Infection, Genetics and Evolution|Molecular Pharmacology|Leukemia Research|Obesity|Current Biology	Xi'an Jiaotong University|New Mexico State University	NA	10	1	11	2	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	12	8.333333333333334	NA	NA	4	210827	15	0	14	14	8	36	public	TRUE
233	Taryn Reynolds	Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets	Nature. 1998 Jan 1;391(6662):96-9.	10.1038/39597	2014	March	1	1	0	1	part of blot panel reused to represent different protein	1	NA	0	1	1	1	Taryn Reynolds	French Institute of Health and Medical Research	91	21142	2006	2017	Neuroscience|Biochemistry|Innate immune system|Hepatitis B|Caspase 3|Endothelial stem cell|Agronomy|Biology|Immunology|Inflammation	Journal publications	Nicola Buckridge|Tia Hilpert|Juliana Kautzer|Greyson Kunze|Breana Fadel|Zelda Jones|Carleton Larkin|Velva Mayer|David Naor|Kennith Eichmann	Nature|Journal of Venomous Animals and Toxins Including Tropical Diseases|Nature Genetics|Experimental Biology and Medicine|Journal of Gastroenterology|Planta Medica|Journal of Bacteriology|Vaccine|Free Radical Biology and Medicine|Nephron|PLOS ONE	French Institute of Health and Medical Research|Howard University|University of Botswana|Memorial Hospital of South Bend|Wellcome Trust Sanger Institute	NA	10	1	11	5	0	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	14	6.5	PhD	Biochemistry and Molecular Biology	10	52066	15	0	16	16	2	20	public	TRUE
234	Monserrat Reilly DDS	DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells	Cytokine 42 (2008) 222Ã233	10.1016/j.cyto.2014.81.602	2014	March	1	0	1	0	Mirrored blot	1	NA	1	0	0	1	Monserrat Reilly DDS	University of Phoenix Online	170	4478	2010	2020	Pathogen|Janus kinase 2|Cancer research|Cell biology|Crustacean|Virology|Cancer|Microbiology|Signal transduction|Protein kinase B	Journal publications	Eldridge Ward|Waylon McGlynn|Agustina Sanford I|Fredrick Runolfsson|Breana Fadel|Ila McCullough|Juliana Kautzer|Cecile Jones|Roxane Ledner|Doris Dietrich	Electronic Commerce Research|PLOS ONE|Journal of Molecular Cell Biology|Biochimica et Biophysica Acta|BioMed Research International|Molecular Biotechnology|American Journal of Physiology-renal Physiology|British Journal of Cancer|Biochemical Journal|Cancer Research|Cell Transplantation	University of Phoenix Online|Hannover Medical School|Duke University|Virginia Commonwealth University|United States Department of Agriculture|Boston University|Matsumoto Dental University|Imperial College London|University of Glasgow|Kyung Hee University|Kumamoto University	NA	10	1	11	11	0	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	10	17	NA	NA	4	163003	7	0	25	5	10	79	public	TRUE
235	Johanna Lind	FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs	BioMed Research International Volume 2013, Article ID 358945	10.1155/2014/510751	2014	March	1	0	1	1	Multiple, multiple cases of duplicated lanes within blots/gels	1	NA	1	1	1	1	Johanna Lind	Kurume University	68	3736	2011	2015	Angiotensin II|Insulin|Breast cancer|Transcription factor|Biology|p38 mitogen-activated protein kinases|Mesenchymal stem cell|Toxin|Inflammation|Microbiology	Journal publications	Devon Will|Kiarra Douglas|Isabell Becker|Eulalia Cormier|Domenica Bahringer|Craig O'Conner|Lucinda Walter|Earl Bednar DVM|Chloe Klocko|Aiyana Kuhlman	BioMed Research International|Basic & Clinical Pharmacology & Toxicology|Chemical Society Reviews|Oncotarget|Journal of Bacteriology|Science|Journal of High Energy Physics	Kurume University|Ã‰cole Normale SupÃ©rieure|University College London	NA	10	1	7	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	9	7.555555555555555	NA	NA	4	108847	3	1	22	9	10	33	public	TRUE
236	Cecile Jones	Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background	Lung Cancer 73 (2011) 302Ã309	10.1016/j.lungcan.2014.79.792	2014	March	1	1	0	1	Duplicated negative blot	1	NA	1	0	1	1	Cecile Jones	University of Giessen	57	5970	1992	2015	Pancreatic cancer|System of measurement|Apoptosis|Endocrinology|Biology|Venom Protein|Secretion|Cancer|Fragmentation (cell biology)|Hepatitis B	Journal publications	Jude Schuster III|Hui-Wen Yang|Aniya Cassin|Jaqueline Haag|Iliana Ernser|Yubing Zhou|Soledad Roob|Cyrus Reilly|Arno Sauer|Romaine Reichel	Lung Cancer|International Journal of Oncology|International Journal of Cancer|Oncogene|Journal of Neuroscience and Neuroengineering|PLOS ONE|Transfusion Medicine Reviews|Journal of Biological Chemistry|Current Neurovascular Research|PLOS Genetics|Journal of Medical Microbiology	University of Giessen|Max Planck Society|Huazhong University of Science and Technology|Nanjing University|University of Oxford|University of Buenos Aires|Tulane University|Carolinas Medical Center|University of Louisville|University of Bari	NA	10	1	11	10	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	28	2.0357142857142856	NA	NA	4	28607	6	1	4	8	3	74	public	TRUE
237	Marianne Mante I	Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting Cellular Proliferation in Arabidopsis	Microbiol Immunol 2010; 54: 564Ã567	10.1111/j.4905-5740.9810.1111.x	2014	April	0	1	0	1	duplication of whole panel?	1	NA	1	0	0	1	Marianne Mante I	China Agricultural University	4	9905	2002	2016	Endothelial dysfunction|Veterinary medicine|Pancreatic cancer|Adipose tissue|Food science|Bladder cancer|Retinal degeneration|Virology|Liver function|Neuroinflammation	Journal publications	Emilie Will|Jordy McCullough V|Rashawn Wisoky|Garfield Zboncak|Syble Schaden|Abelardo Friesen|Bao-Yun Zhang|Ila McCullough|Alisa Wyman|Juliana Kautzer	Journal of Gene Medicine|Cytokine|International Journal of Clinical and Experimental Pathology|Environmental Microbiology|Evolutionary Applications|Molecular Microbiology|Journal of Experimental Marine Biology and Ecology|British Journal of Cancer|Biology of Reproduction|Current Opinion in Pharmacology|Molecular BioSystems	China Agricultural University|Weizmann Institute of Science|National Cheng Kung University|Xi'an Jiaotong University|University of Minnesota|Paris Diderot University|University of AlcalÃ¡|National Institutes of Health|United States Army Medical Research Institute of Infectious Diseases|Stanford University|Korea University	NA	10	1	11	11	0	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	18	0.2222222222222222	PhD	Cell Research and Immunology	10	19230	5	2	18	16	9	61	public 	TRUE
238	Buck Walter	Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling	Infect. Immun. 2012, 80(8):2920	10.1128/IAI.34620-62	2014	April	1	1	1	0	Overlapping microscopy	1	NA	1	0	1	1	Buck Walter	University of Bath	24	8156	2007	2014	Effector|Western blot|Bacteria|Glycocalyx|Apoptosis|Biology|Cancer|Genetics|Porphyromonas gingivalis|Kinesin 13	Journal publications	Nicola Buckridge|Antonetta Schmeler|F. Christopher H. Franklin|Janiya Ryan|Elian Emard V|Ronald C. Conaway|Syble Schaden|Kristopher Greenfelder|Stephon Gaylord|Malinda Cartwright	Proceedings of the National Academy of Sciences of the United States of America|Immunology Letters|Clinical Genetics|Microbiology|Proceedings of the National Academy of Sciences of the United States of America|International Journal of Nanomedicine|Journal of Neuroinflammation|The Open Rheumatology Journal|Cardiovascular Research|Chemical Research in Toxicology|Bioresource Technology	University of Bath|Southern Medical University|Kalyani Government Engineering College	NA	10	1	11	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	13	1.8461538461538463	NA	NA	4	285819	11	0	22	14	17	70	public 	TRUE
239	Jakob Bauch	Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacillus thuringiensis Subsp. Kurstaki	PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066	10.1371/journal.pone.3901022	2014	April	0	0	0	1	overlapping microscopy images	1	NA	1	1	1	1	Jakob Bauch	University of S„o Paulo	136	676	2014	2017	Biochemistry|Cancer biology|Multiple sclerosis|Gene|Western blot|Cosine similarity|Medicine|Skeletal muscle|Fetal hemoglobin|Cell biology	Journal publications	Cooper Tillman MD|Carley Robel MD|Ross Connelly|Toney Orn|Gretchen Thompson|Cyrus Bradtke|Jamey Smitham DVM|Corrine Purdy II|Jermain Lindgren I|Deon Fisher PhD	PLOS ONE|Biochemical and Biophysical Research Communications|Molecular Biology of the Cell|Journal of Biological Chemistry|Annals of the New York Academy of Sciences|Cancer Research	University of S„o Paulo|National Health Research Institutes|Sapienza University of Rome|Chonnam National University|Imperial College London|University of Montpellier|Nanjing Agricultural University|Harvard University|University of Southern California|University of Maryland, Baltimore|Rabin Medical Center	NA	10	1	6	11	0	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	6	22.666666666666668	Bachelor	Effects of probiotics on animal health	5	289475	3	1	9	9	6	57	public	TRUE
240	Theresia Emard	Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005	Cytokine 42 (2008) 198Ã204	10.1016/j.cyto.2014.21.021	2014	April	1	0	0	0	Duplicated bands within same blot panel	1	NA	0	1	0	1	Theresia Emard	Indian Institute of Technology Kharagpur	101	15393	2002	2018	Downregulation and upregulation|Cisplatin|Fibrosis|Restriction fragment length polymorphism|Microbiology|Biology|Docetaxel|Gene|Cancer research|Multiple sclerosis	Journal publications	Maryjane O'Reilly|Brennon Harvey|Kornelia Polyak|Michaela Rolfson|Armani Ritchie|Jermey Mante|Tomomi Hashizume|Rhoda Haag|Titus Bashirian Jr.|Aiyana Cummings	Magnetic Resonance Imaging|International Journal of Oncology|Journal of Clinical Microbiology|BMC Cancer|Peptides|Breast Cancer Research|Cell Cycle|Journal of Autoimmunity	Indian Institute of Technology Kharagpur|Beth Israel Deaconess Medical Center|Clemson University|Technische UniversitÃ¤t MÃ¼nchen	NA	10	1	8	4	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	18	5.611111111111111	PhD	Occupation & Wellness	10	4899	13	0	19	12	13	43	private  	TRUE
241	Emilie Will	Stac3 Inhibits Myoblast Differentiation into Myotubes	Oncogene (2015) 34, 826Ã837	10.1038/onc.2014.99	2014	April	0	1	1	0	Duplicated FACS panel	1	NA	1	1	1	1	Emilie Will	Virginia Tech	99	7475	2006	2014	Kidney|Western blot|CTGF|Cancer|Stereochemistry|Cell growth|Virulence|p38 mitogen-activated protein kinases|Microbiology|Hydrogenase	Journal publications	Ayana Muller|Gina McLaughlin|Sarah K Westbury|Mariah Hayes|Valentin Reinger|Frida Ortiz|Clementina Mosciski|Renee McKenzie|Leonard Goodwin MD|Bethany Mohr	Oncogene|Breast Cancer Research and Treatment|Proceedings of the National Academy of Sciences of the United States of America|Molecular and Cellular Biochemistry|Hormone and Metabolic Research|Infection and Immunity|Current Pharmaceutical Design|The American Journal of the Medical Sciences|American Journal of Pathology|International Journal of Pharmaceutics|Bangladesh Journal of Medical Science	Virginia Tech|Ministry of Education|Beirut Arab University|Wisconsin Institutes for Discovery|University of Southern California|Chonnam National University|University of Newcastle|Centre national de la recherche scientifique|LinkÃ¶ping University|University of Memphis|Jewish General Hospital	NA	10	1	11	11	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	14	7.071428571428571	PhD	oncology	10	34531	7	1	15	17	9	35	public	TRUE
242	Chelsea Lynch	TGF-b/Smad3 Stimulates Stem Cell/Developmental Gene Expression and Vascular Smooth Muscle Cell De-Differentiation	Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340	10.1155/2014/863348	2014	April	1	0	0	0	Duplicated 0h microscopy images	1	NA	1	1	1	1	Chelsea Lynch	University of Wisconsin-Madison	12	12760	2012	2014	Biochemistry|Secretion|Heat shock protein|Immunology|Gene|Cancer research|Peptide vaccine|Microbiology|Inflammation|Biology	Journal publications	Jamey Smitham DVM|Aletha Emard|Maud Bailey|Fredrick Franecki|Denis Langosh|Dariana Dietrich|Alexandre Fadel|Jarrod Kessler|Rosalind Volkman|Tyson Fadel	PLOS ONE|Biotechnology Advances|Infection and Immunity|PLOS Genetics|World Journal of Gastroenterology|Laboratory Investigation|BioMed Research International|Angewandte Chemie|Journal of Lipid Research|Journal of Biological Chemistry|Journal of Molecular Endocrinology	University of Wisconsin-Madison|European Bioinformatics Institute|Biogen Idec|University of California, Los Angeles|South Dakota State University|Howard Hughes Medical Institute|Bayer|Massachusetts Institute of Technology|University of Lyon|University of North Dakota|Columbia University	NA	10	1	11	11	0	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	8	1.5	PhD	Business Administration and Management, General	10	34369	10	2	10	16	12	51	private	TRUE
243	Valentin Reinger	Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II	Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867Ã3879	10.1128/IAI.73407-73	2014	April	1	1	0	1	Duplicated, and shifted GAPDH gel panel	1	NA	1	0	1	1	Valentin Reinger	Sun Yat-sen University	36	6428	1998	2020	Cancer|Western blot|Allosteric regulation|Biochemistry|Biology|Apoptosis|Caspase|Hyperplasia|Signal transduction|Carcinogenesis	Journal publications	Lucinda Walter|Manuela Kling|Cecilia Jewess|Mathias Heaney|Ivory Sporer|Leonard Goodwin MD|Alexandre Fadel	Infection and Immunity|Thoracic Cancer|Bone Marrow Transplantation|Journal of Applied Microbiology|Nephrology Dialysis Transplantation|Natural Product Research|Molecular Cancer Research|Biochimica et Biophysica Acta|Proceedings of the National Academy of Sciences of the United States of America|Journal of Biological Chemistry|The American Journal of Chinese Medicine	Sun Yat-sen University|University of Cambridge|Xi'an Jiaotong University	NA	7	1	11	3	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	22	1.6363636363636365	Bachelor	Certificate for the Completion of Leadership Training	5	240652	3	0	9	15	8	66	public	TRUE
244	Keely McClure	Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells	Infect. Immun. Mar. 2009, p. 1031Ã1043 Vol. 77, No. 3	10.1128/IAI.95594-59	2014	May	0	0	0	1	Overlapping microscopy, duplicated bands within blots	1	NA	1	1	1	1	Keely McClure	University of South Carolina	27	10169	2001	2019	Virology|Microbiology|Cancer research|Pathology|Cell culture|Immunology|Biochemistry|Molecular biology|Virulence|Echinococcosis	Journal publications	Dalton Hahn|Rusty Walker|Dylan Boehm|Alexandre Fadel|Maximillian Hauck|Jacques Murray|David M. Glover|Moises Kris|Moises Harªann|Gilbert Towne	Journal of Pediatric Surgery|Journal of Biological Chemistry|Mycotoxin Research|Electrochemical and Solid State Letters|Biomarker Insights|Nature|Vaccine|Journal of Immunology|Journal of Medical Entomology|PLOS Pathogens|Clinical Journal of Gastroenterology	University of South Carolina|Clalit Health Services|Tohoku University	NA	10	1	11	3	0	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	19	1.4210526315789473	NA	NA	4	30127	4	0	11	6	5	93	public	TRUE
