authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie	Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__	Infect. Immun. Mar. 2010, p. 994Ð1003 Vol. 78, No. 3	10.1128/IAI.00956-09	2010	Mar	0	0	1	0	Multiple cases of duplicated blots, stretched	1	NA	0	0	1	1	Min-Hee Cho	NA	9	74	2009	2015	Bacillus anthracis|Microbiology|Immune system|Biology|Virology|Immunology|Polyglutamic acid|Anthrax vaccines|Guinea pig|Protective antigen	Journal publications|Other	Gi-eun Rhie|Jeong-Hoon Chun|Hee-Bok Oh|Kee-Jong Hong|Jungchan Park|Cheon-Kwon Yoo|Won Keun Seong|On-Jee Choi|Bong-Su Kim|Jeyoun Jang	Infection and Immunity|Osong public health and research perspectives|Journal of Bacteriology|Molecular Immunology|Journal of Immunology|Journal of Bacteriology and Virology	Hankuk University of Foreign Studies|International Vaccine Institute|Seoul National University	NA	10	2	6	3	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	11	0.8181818181818182	PhD	Microbiology and Immunology	10	51762	4.1	0.1	14	12.25	6.25	NA	 
Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	Infect. Immun. Feb. 2011, p. 895Ð904 Vol. 79, No. 2	10.1128/IAI.01203-10	2011	Feb	0	1	0	0	Duplicated FACS plots, multiple cases	1	2015-10-15	0	1	0	1	Yuan Du	Nihon University	6	89	2010	2015	Biology|Immunology|Inflammation|Aggregatibacter actinomycetemcomitans|Apolipoprotein E|Antigen|Virology|CD8|TLR4|Interleukin 6	Journal publications	Tomoko Kurita-Ochiai|Tomomi Hashizume|Masafumi Yamamoto|Yoshimitsu Abiko|Satoshi Yuzawa|Sumito Oguchi|Tao Zhang|Masafumi Yamamoto|Ru Jia|Tomomi Hashizume-Takizawa	Infection and Immunity|Fems Immunology and Medical Microbiology|Pathogens and Disease|International Journal of Oral-Medical Sciences	Nihon University|Tianjin Medical University|Tongji University	NA	10	1	4	3	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	10	0.6	NA	NA	4	51523	4.17	0.08	12.75	9.25	5.25	30	private
Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet	Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__	Infect. Immun. May 2011, p. 1936Ð1950 Vol. 79, No. 5	10.1128/IAI.00805-10	2011	May	0	0	1	0	Duplicated blot strips, stretched	1	2015-07-08	0	1	0	1	Eva Hervet	University of Lyon	3	93	2011	2015	Biology|Phagosome|Cell biology|Endoplasmic reticulum|Legionella pneumophila|Secretion|Effector|Intracellular|Protein kinase A|Virology	Journal publications	Patricia Doublet|Jean-Claude Lazzaroni|Xavier Charpentier|Christophe Gilbert|Danièle Atlan|Anne Vianney|Anne Vianney|Céline Michard|Nathalie Baïlo|Pascale Cossart	Infection and Immunity|Mbio	University of Lyon|Columbia University Medical Center|University of South Alabama	NA	10	1	2	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	9	0.3333333333333333	PhD	Biology	10	51523	4.17	0.08	11.75	9.25	6	NA	public
Asim A. Siddiqui, Jia Xainli, Jesse Schloegel, Lenore Carias, Francis Ntumngia, Menachem Shoham, Joanne L. Casey, Michael Foley, John H. Adams, and Christopher L. King	Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes	Infect. Immun. 2012, 80(8):2920	10.1128/IAI.00206-12	2012	NA	0	0	1	0	duplicated, shifted, rotated blot strips/lanes	1	2015-06-01	1	0	0	1	Asim A. Siddiqui	Case Western Reserve University	3	117	2011	2015	Antigen|Virology|Plasmodium vivax|Biology|Immunology|Binding domain|Polymorphism (computer science)|Antibody|Allele|Malaria	Journal publications	Christopher L. King|John H. Adams|Mônica da Silva-Nunes|Jia Xianli|Brian T. Grimberg|Amy M. McHenry|Rosalind E. Howes|Peter A. Zimmerman|Marcelo U. Ferreira|Lior J. Greenberg	Proceedings of the National Academy of Sciences of the United States of America|Infection and Immunity	University of South Florida|Case Western Reserve University|University of São Paulo|University of Oxford|La Trobe University	NA	10	1	2	5	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	9	0.3333333333333333	NA	NA	4	50191	4.07	0.07	12.5	9.75	5.25	65	private
Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, and Samithamby Jeyaseelan	NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection	Infect. Immun. 2012, 80(7):2558	10.1128/IAI.06230-11	2012	NA	0	0	1	0	duplicated, shifted blot panels	1	2015-05-01	1	0	0	1	Balamayooran Theivanthiran	Louisiana State University	6	54	2011	2015	Biology|Microbiology|Escherichia coli infection|NOD2|Immunology|Chemokine|Glyceraldehyde 3-phosphate dehydrogenase|Virology|Dehydrogenase|Bioinformatics	Journal publications|Conference publications|Other	Gayathriy Balamayooran|Shanshan Cai|Koichi S. Kobayashi|Richard A. Flavell|Samithamby Jeyaseelan|Sanjay Batra|Sanjay Batra|Samithamby Jeyaseelan|Pal Pacher	Infection and Immunity|Journal of Immunology	LSU Health Sciences Center New Orleans|Harvard University|Yale University|Louisiana State University|National Institutes of Health	ATS: American Thoracic Society International Conference	9	3	2	5	1	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	9	0.6666666666666666	PhD	Microbiology and Immunology	10	50191	4.07	0.07	13.25	10	5.75	53.2	public
Javier Santander, Greg Golden, Soo-Young Wanda, and Roy Curtiss III	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	Infect. Immun. 2012, 80(8):2689	10.1128/IAI.00013-12	2012	NA	0	0	1	0	rotated duplicated colony photo	1	2015-12-01	0	1	0	1	Javier Santander	Memorial University of Newfoundland	47	429	2003	2020	Biology|Microbiology|Virology|Virulence|Edwardsiella ictaluri|Salmonella|Pathogen|Catfish|Salmonella enterica|Plasmid	Journal publications|Patents|Other	Roy Curtiss|Cristopher Segovia|Soo Young Wanda|James Robeson|Taylor Martin|Cheryl A. Nickerson|Kenneth L. Roland|Amanda Loh|Melha Mellata|Karen E. Brenneman	Infection and Immunity|PLOS ONE|Genome Announcements|Microbiology|Electronic Journal of Biotechnology|Standards in Genomic Sciences|Nanoethics|International Journal of Oncology|Journal of Fish Diseases|Microbial Pathogenesis	Arizona State University|Universidad Mayor|Memorial University of Newfoundland|Pontifical Catholic University of Valparaíso|Biodesign Institute|National Institutes of Health|Wellcome Trust Sanger Institute|University of Edinburgh|East China University of Science and Technology|Texas A&M University System	NA	10	3	10	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	17	2.764705882352941	NA	NA	4	50191	4.07	0.07	13.25	10	5.75	44	public
Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown	Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale	Infect. Immun. 2012, 80(1):215	10.1128/IAI.05798-11	2012	NA	0	0	1	0	duplicated blot strips, slightly shifted	1	NA	0	0	1	1	Kaitlyn Morse	NA	1	0	2011	2011	Virology|Immunogenicity|Anaplasma marginale|Secretion|Biology|Microbiology	Other	NA	NA	NA	NA	0	1	0	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	9	0.1111111111111111	NA	NA	4	50191	4.07	0.07	11.75	9	5.5	NA	 
Wael Abdel Halim Hegazy, Xin Xu, Leonid Metelitsa, and Michael Hensel	Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens	Infect. Immun. 2012, 80(3):1193	10.1128/IAI.06056-11	2012	NA	0	1	0	0	duplicated gel panels, exact duplicate	1	NA	0	1	0	1	Wael Abdel Halim Hegazy	University of Osnabrück	5	123	2012	2015	Biology|Immunology|Antigen|Type three secretion system|Virology|Salmonella enterica|Salmonella|Microbiology|Heterologous vaccine|Effector	Journal publications	Michael Hensel|Leonid S. Metelitsa|Xin Xu|Linjie Guo|Xiuhua Gao|Suhrab Kurbanov|Daofeng Liu|Gengwen Tian|Amy N. Courtney|Don J. Diamond	Infection and Immunity|Cancer Research|Future Microbiology|Journal of Immunology	Center for Cell and Gene Therapy|Beckman Research Institute|University of Osnabrück	NA	10	1	4	3	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	8	0.625	NA	NA	4	50191	4.07	0.07	13	9.75	5.75	NA	public
Yun Sun, Wen-Jiang Zheng, Yong-Hua Hu, Bo-Guang Sun, and Li Sun	Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection	Infect. Immun. 2012, 80(8):2948	10.1128/IAI.00063-12	2012	NA	0	0	1	0	very similar negative microscopy images, very similar cell grouping in other image	1	NA	0	0	1	1	Yun Sun	Fudan University	43	6858	2010	2016	Photon upconversion|Luminescence|Nanotechnology|Materials science|Chemistry|Nanoparticle|Inorganic chemistry|Analytical chemistry|Upconversion nanoparticles|Photoluminescence	Journal publications|Patents|Other	Fuyou Li|Wei Feng|Qian Liu|Tianshe Yang|Jing Zhou|Xingjun Zhu|Wei Feng|Jing Zhou|Qian Liu|Min Chen	Biomaterials|Journal of the American Chemical Society|Chemical Reviews|ACS Nano|Nature Communications|Advanced Functional Materials|Chemical Society Reviews|Molecular Neurobiology|Inorganic Chemistry|Theranostics	Fudan University|East China Normal University|Beijing Normal University|Peking Union Medical College|Shanghai Jiao Tong University|East China University of Science and Technology|Nanjing Agricultural University|Donghua University|Shanghai Normal University|Tongji University	NA	10	3	10	10	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10	4.3	NA	NA	4	50191	4.07	0.07	12.25	10	6	64	public 
Carlos J. Blondel, Juan C. Jime_nez, Lorenzo E. Leiva, Sergio A. çlvarez, Bernardo I. Pinto, Francisca Contreras, David Pezoa, Carlos A. Santiviago, and InŽs Contrerasnd	The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonella enterica Serotype Gallinarum Survival within Infected Macrophages	Infect. Immun. 2013, 81(4):1207	10.1128/IAI.01165-12	2013	NA	0	0	1	0	duplicated/mirrored blot panels (negative blots)	1	2015-10-01	0	1	0	1	Carlos J. Blondel	Harvard University	25	787	2007	2019	Biology|Genetics|Microbiology|Virology|Salmonella|Pathogen|Gene|Virulence|CRISPR|Type three secretion system	Journal publications|Repository papers|Other	Matthew K. Waldor|Brigid M. Davis|Carlos A. Santiviago|Inés Contreras|John G. Doench|Troy P. Hubbard|Alline R. Pacheco|Jacob E. Lazarus|Helene Andrews-Polymenis|Sören Abel	PLOS ONE|bioRxiv|PLOS Pathogens|Mbio|Proceedings of the National Academy of Sciences of the United States of America|Infection and Immunity|Cell Host & Microbe|iScience|BMC Genomics|Journal of Medical Microbiology	University of Chile|Brigham and Women's Hospital|Harvard University|Broad Institute|Boston Children's Hospital|University of California, Irvine|Texas A&M University System|European Bioinformatics Institute|University of Connecticut|University of Nottingham	NA	10	3	10	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	13	1.9230769230769231	NA	NA	4	50046	4.16	0.06	15.75	12.25	10.25	100	private
Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu	Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway	Infect. Immun. 2013, 81(12):4509	10.1128/IAI.01008-13	2013	NA	0	0	0	1	duplicated blots, shifted, band duplicated within same panel	1	2015-05-01	1	0	0	1	Kelei Zhao	University of North Dakota	3	26	2013	2015	Biology|Bacterial outer membrane|Virology|Toll-like receptor|Immune system|Pseudomonas aeruginosa|Vesicle|Bioinformatics|Signal transduction|Cell biology	Journal publications	Bisong Yue|Min Wu|Xin Deng|Chuan He|Yi Li	Infection and Immunity|PLOS ONE	Sichuan University|University of North Dakota|University of Chicago	NA	5	1	2	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	7	0.42857142857142855	NA	NA	4	50046	4.16	0.06	11.25	8.75	7.5	33	public
Whitney M. Amyot, Dennise deJesus, and Ralph R. Isberg 	Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System	Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13	10.1128/IAI.00552-13	2013	NA	0	1	0	0	duplicated gel panels, exact duplicate	1	2014-10-01	0	1	0	1	Whitney M. Amyot	Tufts University	5	161	2011	2014	Biology|Legionella pneumophila|Chromosomal translocation|Transport protein|Cell biology|Gene|Membrane transport protein|Antigen|Protein Sorting Signals|Intracellular	Journal publications|Other	Ralph R. Isberg|Andrew D. Hempstead|Timothy P. Montminy|Tamara J. O'Connor|Zhao-Qing Luo|Dana Boyd|Cui Chen|Li-Li Huang|Matthias P. Machner|Dennise deJesus	Cellular Microbiology|Infection and Immunity|Structure	Tufts University|Howard Hughes Medical Institute|Harvard University|Boston University|Georgia Institute of Technology	NA	10	2	3	5	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9	0.5555555555555556	NA	NA	4	50046	4.16	0.06	11	9	7.5	62.3	private 
Xianqiong Zou, Brent S. Sorenson, Karen F. Ross, and Mark C. Herzberg	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	Infect. Immun. 2013, 81(11):3975	10.1128/IAI.00539-13	2013	NA	0	1	0	0	duplicated actin blot panels, exact	1	2015-03-01	0	1	0	1	Xianqiong Zou	University of Minnesota	3	27	2013	2015	Biology|Messenger RNA|Virology|Molecular biology|Cell culture|Bacteria|Innate immune system|Immunology|Cathelicidin|Effector	Journal publications	Karen F. Ross|Mark C. Herzberg|Brent S. Sorenson|Yuka Hiroshima|Mika Bando|Toshihiko Nagata|Yasuo Shinohara|Masatoshi Kataoka|Jun-ichi Kido	Infection and Immunity|Biochimica et Biophysica Acta	University of Minnesota|Vaccine Research Center|National Institute of Advanced Industrial Science and Technology|University of Tokushima	NA	9	1	2	4	0	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	7	0.42857142857142855	NA	NA	4	50046	4.16	0.06	11.75	9	7.75	75.1	public
Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, and Jilong Shen	Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice	Infect. Immun. 2012, 80(6):2121	10.1128/IAI.06295-11	2013	NA	0	0	0	1	duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped	1	2015-04-01	1	0	0	1	Xiucai Xu	Anhui Medical University	23	632	2007	2015	Biology|Toxoplasma gondii|Immunology|Virology|Virulence|Medicine|Genotype|Molecular biology|Genotyping|Diabetes mellitus	Journal publications|Other	Jilong Shen|Qingli Luo|Aimei Zhang|Zhao-Rong Lun|Yong Wang|Xingxing Huo|Fangli Lu|Qing Li|He Chen|Xuelong Wang	PLOS ONE|Infection and Immunity|International Journal of Clinical and Experimental Pathology|Journal of Biological Chemistry|Leukemia Research|International Journal of Food Microbiology|Human Immunology|Cellular Signalling|Parasitology Research|Journal of Clinical Immunology	Anhui Medical University|Sun Yat-sen University|Nanjing Medical University|Anhui University|Huazhong University of Science and Technology|Ministry of Education|University of Sydney|University of Newcastle	NA	10	2	10	8	0	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	13	1.7692307692307692	NA	NA	4	50191	4.07	0.07	12	9.25	8	23.3	public 
Jiale Ma, Yinli Bao, Min Sun, Wenyang Dong, Zihao Pan, Wei Zhang, Chengping Lu, Huochun Yao	Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways	Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867Ð3879	10.1128/IAI.01769-14	2014	September	0	0	0	1	Duplicated lanes within same blot	1	2015-07-08	0	1	0	1	Jiale Ma	Nanjing Agricultural University	28	230	2013	2019	Biology|Virology|Microbiology|Streptococcus suis|Virulence|Pathogenic Escherichia coli|Gene|Genotype|Genotyping|Porcine epidemic diarrhea virus	Journal publications	Huochun Yao|Chengping Lu|Zihao Pan|Wenyang Dong|Min Sun|Wei Zhang|Wenchao Song|Yue Zhang|Yinchu Zhu|Yinli Bao	Infection and Immunity|Journal of Clinical Microbiology|Applied and Environmental Microbiology|Microbial Pathogenesis|Infection, Genetics and Evolution|Biochimica et Biophysica Acta|Fems Microbiology Letters|Research in Veterinary Science|Veterinary Microbiology|Veterinary Research	Nanjing Agricultural University|Free University of Berlin|South Dakota State University|University of South China	NA	10	1	10	4	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	7	4	Master	Electrical and Computer Engineering	7	48987	3.73	0.05	15.25	13.75	11.25	43.7	public
N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, and K. Hechemy	Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis	J. Clin. Microbiol. 1998, 36(6):1666-1673	PMID: 9620397 	1998	NA	0	1	0	0	duplication of whole blot?	1	NA	0	0	1	1	N. Zhi	Ohio State University	21	2111	1997	2006	Biology|Virology|Ehrlichia chaffeensis|Ehrlichia|Anaplasma|Anaplasmataceae|Microbiology|Rickettsiales|Gene|Genetics	Journal publications|Patents|Other	Yasuko Rikihisa|Norio Ohashi|Quan Lin|Ramana Madupu|Tanja M. Davidsen|Samuel V. Angiuoli|Rebecca A. Halpin|Hoda Khouri|Daniel H. Haft|Jonathan A. Eisen	Journal of Clinical Microbiology|PLOS Genetics|Infection and Immunity|Journal of Biological Chemistry|The Journal of Infectious Diseases|Clinical and Vaccine Immunology|Molecular Microbiology	Ohio State University|New York Medical College|New York State Department of Health|Harvard University|Centers for Disease Control and Prevention	NA	10	3	7	5	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	23	0.9130434782608695	PhD	chemical biology	10	24454	3.58	NA	25.25	0	0	75.3	public
Michael Waters, Amanda Savoie, Helen S. Garmory, Dawn Bueschel, Michel R. Popoff, J. Glenn Songer, Richard W. Titball, Bruce A. McClane, and Mahfuzur R. Sarker	Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets	J. Clin. Microbiol. 2003, 41(8):3584	10.1128/JCM.41.8.3584-3591.2003	2003	NA	1	0	0	1	bands in gel appear to be spliced in	1	NA	0	0	1	1	Michael Waters	Oregon State University	4	368	2003	2006	Clostridium perfringens|Biology|Microbiology|Plasmid|Clostridiaceae|Genotype|Virology|Genotyping|Restriction fragment length polymorphism|Virulence	Journal publications	Mahfuzur R. Sarker|Michel R. Popoff|Helen S. Garmory|Bruce A. McClane|J. Glenn Songer|Richard W. Titball|Dawn M. Bueschel|Amanda Savoie|Deepa Raju|Peter Setlow	Journal of Clinical Microbiology|BMC Microbiology|Fems Microbiology Letters	Oregon State University|Pasteur Institute|University of Arizona|University of Pittsburgh|University of Connecticut Health Center|Salisbury University	NA	10	1	3	6	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	17	0.23529411764705882	Bachelor	Chemistry, Biology, Pre-Med	5	33327	3.49	NA	30.25	0	0	58.4	public
Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa	Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains	J. Clin. Microbiol. 2003, 41(6):2341	10.1128/JCM.41.6.2341-2347.2003	2003	NA	1	0	0	1	repetitive bands, and background in gel panel	1	NA	0	0	1	1	Sou-Ichi Makino	Obihiro University of Agriculture and Veterinary Medicine	90	4901	1983	2019	Biology|Microbiology|Molecular biology|Plasmid|Virulence|Virology|Escherichia coli|Polymerase chain reaction|Bacillus anthracis|Genetics	Journal publications|Other|Patents|Book chapters	Keiko Kawamoto|Hiroshi Asakura|Toshikazu Shirahata|Chihiro Sasakawa|Masahisa Watarai|Hyeng-il Cheun|Tetsuya Ikeda|Wanpen Chaicumpa|Hisao Kurazono|Ikuo Uchida	Applied and Environmental Microbiology|Journal of Clinical Microbiology|Journal of Bacteriology|Journal of Veterinary Medical Science|Journal of Biological Chemistry|Letters in Applied Microbiology|Molecular Microbiology|Fems Microbiology Letters|Journal of Applied Microbiology|Journal of Medical Entomology	Obihiro University of Agriculture and Veterinary Medicine|University of Tokyo|Gifu University|University of Tsukuba|Mahidol University|RMIT University|Thammasat University|Nara Institute of Science and Technology|Kyoto University|Ministry of Agriculture, Forestry and Fisheries	NA	10	4	10	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	37	2.4324324324324325	NA	NA	4	33327	3.49	NA	32.75	0	0	NA	public
